tag,method,iodirect,ms
large_4w_16io_mode0,io_uring,data+wal,7842.420
large_4w_16io_mode0,io_uring,data+wal,7970.801
large_4w_16io_mode0,io_uring,data+wal,7693.407
large_4w_16io_mode0,io_uring,data+wal,7741.290
large_4w_16io_mode0,io_uring,data+wal,7807.413
large_4w_16io_mode0,io_uring,data+wal,7803.899
large_4w_16io_mode0,io_uring,data+wal,7761.610
large_4w_16io_mode0,io_uring,data+wal,7768.030
large_4w_16io_mode0,io_uring,data+wal,7770.283
large_4w_16io_mode1,io_uring,data+wal,7831.509
large_4w_16io_mode1,io_uring,data+wal,7685.856
large_4w_16io_mode1,io_uring,data+wal,7706.667
large_4w_16io_mode1,io_uring,data+wal,7645.136
large_4w_16io_mode1,io_uring,data+wal,7797.352
large_4w_16io_mode1,io_uring,data+wal,7826.593
large_4w_16io_mode1,io_uring,data+wal,7707.625
large_4w_16io_mode1,io_uring,data+wal,7820.034
large_4w_16io_mode1,io_uring,data+wal,7810.354
large_4w_16io_mode1,io_uring,data+wal,7727.758
large_4w_16io_mode2,io_uring,data+wal,7495.893
large_4w_16io_mode2,io_uring,data+wal,7720.566
large_4w_16io_mode2,io_uring,data+wal,7493.099
large_4w_16io_mode2,io_uring,data+wal,7357.546
large_4w_16io_mode2,io_uring,data+wal,7323.573
large_4w_16io_mode2,io_uring,data+wal,7371.846
large_4w_16io_mode2,io_uring,data+wal,7308.230
large_4w_16io_mode2,io_uring,data+wal,7275.441
large_4w_16io_mode2,io_uring,data+wal,7409.463
large_4w_16io_mode2,io_uring,data+wal,7440.476
large_4w_16io_mode3,io_uring,data+wal,7276.912
large_4w_16io_mode3,io_uring,data+wal,7326.280
large_4w_16io_mode3,io_uring,data+wal,7340.985
large_4w_16io_mode3,io_uring,data+wal,7449.004
large_4w_16io_mode3,io_uring,data+wal,7449.026
large_4w_16io_mode3,io_uring,data+wal,7293.124
large_4w_16io_mode3,io_uring,data+wal,7300.037
large_4w_16io_mode3,io_uring,data+wal,7351.603
large_4w_16io_mode3,io_uring,data+wal,7324.700
large_4w_16io_mode3,io_uring,data+wal,7352.767
large_4w_16io_mode4,io_uring,data+wal,7068.335
large_4w_16io_mode4,io_uring,data+wal,6907.122
large_4w_16io_mode4,io_uring,data+wal,6918.413
large_4w_16io_mode4,io_uring,data+wal,7119.020
large_4w_16io_mode4,io_uring,data+wal,6998.005
large_4w_16io_mode4,io_uring,data+wal,6877.409
large_4w_16io_mode4,io_uring,data+wal,7061.078
large_4w_16io_mode4,io_uring,data+wal,6923.843
large_4w_16io_mode4,io_uring,data+wal,6888.226
large_4w_16io_mode4,io_uring,data+wal,6940.779
large_4w_16io_mode5,io_uring,data+wal,6874.239
large_4w_16io_mode5,io_uring,data+wal,6993.804
large_4w_16io_mode5,io_uring,data+wal,6889.576
large_4w_16io_mode5,io_uring,data+wal,7194.784
large_4w_16io_mode5,io_uring,data+wal,6883.074
large_4w_16io_mode5,io_uring,data+wal,6894.445
large_4w_16io_mode5,io_uring,data+wal,7068.201
large_4w_16io_mode5,io_uring,data+wal,6863.369
large_4w_16io_mode5,io_uring,data+wal,6945.161
large_4w_16io_mode5,io_uring,data+wal,7032.130
large_4w_16io_mode6,io_uring,data+wal,6888.493
large_4w_16io_mode6,io_uring,data+wal,6885.587
large_4w_16io_mode6,io_uring,data+wal,7012.104
large_4w_16io_mode6,io_uring,data+wal,6913.263
large_4w_16io_mode6,io_uring,data+wal,6918.480
large_4w_16io_mode6,io_uring,data+wal,7144.321
large_4w_16io_mode6,io_uring,data+wal,6981.215
large_4w_16io_mode6,io_uring,data+wal,6997.411
large_4w_16io_mode6,io_uring,data+wal,7023.441
large_4w_16io_mode6,io_uring,data+wal,6908.965
large_4w_16io_mode7,io_uring,data+wal,7493.388
large_4w_16io_mode7,io_uring,data+wal,7840.525
large_4w_16io_mode7,io_uring,data+wal,7484.122
large_4w_16io_mode7,io_uring,data+wal,7488.338
large_4w_16io_mode7,io_uring,data+wal,7421.175
large_4w_16io_mode7,io_uring,data+wal,7343.386
large_4w_16io_mode7,io_uring,data+wal,7459.145
large_4w_16io_mode7,io_uring,data+wal,7539.744
large_4w_16io_mode7,io_uring,data+wal,7412.502
large_4w_16io_mode7,io_uring,data+wal,7362.211
large_8w_16io_mode0,io_uring,data+wal,3957.400
large_8w_16io_mode0,io_uring,data+wal,3939.334
large_8w_16io_mode0,io_uring,data+wal,3959.197
large_8w_16io_mode0,io_uring,data+wal,3993.803
large_8w_16io_mode0,io_uring,data+wal,3931.451
large_8w_16io_mode0,io_uring,data+wal,3970.620
large_8w_16io_mode0,io_uring,data+wal,4043.644
large_8w_16io_mode0,io_uring,data+wal,3978.951
large_8w_16io_mode0,io_uring,data+wal,4012.253
large_8w_16io_mode0,io_uring,data+wal,3951.292
large_8w_16io_mode1,io_uring,data+wal,3995.785
large_8w_16io_mode1,io_uring,data+wal,3976.073
large_8w_16io_mode1,io_uring,data+wal,3955.477
large_8w_16io_mode1,io_uring,data+wal,4031.893
large_8w_16io_mode1,io_uring,data+wal,3997.052
large_8w_16io_mode1,io_uring,data+wal,4039.222
large_8w_16io_mode1,io_uring,data+wal,3955.497
large_8w_16io_mode1,io_uring,data+wal,4012.672
large_8w_16io_mode1,io_uring,data+wal,3954.328
large_8w_16io_mode1,io_uring,data+wal,4001.209
large_8w_16io_mode2,io_uring,data+wal,3786.622
large_8w_16io_mode2,io_uring,data+wal,3801.673
large_8w_16io_mode2,io_uring,data+wal,3789.206
large_8w_16io_mode2,io_uring,data+wal,3801.593
large_8w_16io_mode2,io_uring,data+wal,3881.609
large_8w_16io_mode2,io_uring,data+wal,3884.169
large_8w_16io_mode2,io_uring,data+wal,3832.768
large_8w_16io_mode2,io_uring,data+wal,3803.094
large_8w_16io_mode2,io_uring,data+wal,3806.143
large_8w_16io_mode2,io_uring,data+wal,3781.247
large_8w_16io_mode3,io_uring,data+wal,3831.242
large_8w_16io_mode3,io_uring,data+wal,3768.152
large_8w_16io_mode3,io_uring,data+wal,3764.879
large_8w_16io_mode3,io_uring,data+wal,3826.029
large_8w_16io_mode3,io_uring,data+wal,3772.085
large_8w_16io_mode3,io_uring,data+wal,3778.742
large_8w_16io_mode3,io_uring,data+wal,3944.246
large_8w_16io_mode3,io_uring,data+wal,3769.968
large_8w_16io_mode3,io_uring,data+wal,3801.160
large_8w_16io_mode3,io_uring,data+wal,3807.030
large_8w_16io_mode4,io_uring,data+wal,3544.399
large_8w_16io_mode4,io_uring,data+wal,3577.846
large_8w_16io_mode4,io_uring,data+wal,3587.166
large_8w_16io_mode4,io_uring,data+wal,3580.433
large_8w_16io_mode4,io_uring,data+wal,3635.148
large_8w_16io_mode4,io_uring,data+wal,3612.816
large_8w_16io_mode4,io_uring,data+wal,3591.384
large_8w_16io_mode4,io_uring,data+wal,3610.076
large_8w_16io_mode4,io_uring,data+wal,3544.187
large_8w_16io_mode4,io_uring,data+wal,3588.087
large_8w_16io_mode5,io_uring,data+wal,3551.474
large_8w_16io_mode5,io_uring,data+wal,3546.415
large_8w_16io_mode5,io_uring,data+wal,3581.374
large_8w_16io_mode5,io_uring,data+wal,3576.348
large_8w_16io_mode5,io_uring,data+wal,3588.987
large_8w_16io_mode5,io_uring,data+wal,3547.936
large_8w_16io_mode5,io_uring,data+wal,3555.855
large_8w_16io_mode5,io_uring,data+wal,3573.367
large_8w_16io_mode5,io_uring,data+wal,3562.796
large_8w_16io_mode5,io_uring,data+wal,3568.413
large_8w_16io_mode6,io_uring,data+wal,3563.839
large_8w_16io_mode6,io_uring,data+wal,3575.202
large_8w_16io_mode6,io_uring,data+wal,3599.469
large_8w_16io_mode6,io_uring,data+wal,3547.855
large_8w_16io_mode6,io_uring,data+wal,3573.043
large_8w_16io_mode6,io_uring,data+wal,3653.275
large_8w_16io_mode6,io_uring,data+wal,3604.220
large_8w_16io_mode6,io_uring,data+wal,4203.085
large_8w_16io_mode6,io_uring,data+wal,4170.411
large_8w_16io_mode6,io_uring,data+wal,3605.436
large_8w_16io_mode7,io_uring,data+wal,3859.161
large_8w_16io_mode7,io_uring,data+wal,3800.186
large_8w_16io_mode7,io_uring,data+wal,3848.174
large_8w_16io_mode7,io_uring,data+wal,3820.094
large_8w_16io_mode7,io_uring,data+wal,3922.326
large_8w_16io_mode7,io_uring,data+wal,3839.369
large_8w_16io_mode7,io_uring,data+wal,4050.820
large_8w_16io_mode7,io_uring,data+wal,3786.929
large_8w_16io_mode7,io_uring,data+wal,3786.904
large_8w_16io_mode7,io_uring,data+wal,3843.753
large_1w_1024io_mode0,io_uring,data+wal,28587.106
large_1w_1024io_mode0,io_uring,data+wal,28553.028
large_1w_1024io_mode0,io_uring,data+wal,29457.719
large_1w_1024io_mode0,io_uring,data+wal,28515.583
large_1w_1024io_mode0,io_uring,data+wal,28564.193
large_1w_1024io_mode0,io_uring,data+wal,28631.044
large_1w_1024io_mode0,io_uring,data+wal,28380.058
large_1w_1024io_mode0,io_uring,data+wal,27924.616
large_1w_1024io_mode0,io_uring,data+wal,28677.766
large_1w_1024io_mode0,io_uring,data+wal,28624.712
large_1w_1024io_mode1,io_uring,data+wal,29228.444
large_1w_1024io_mode1,io_uring,data+wal,32016.710
large_1w_1024io_mode1,io_uring,data+wal,27714.379
large_1w_1024io_mode1,io_uring,data+wal,28571.696
large_1w_1024io_mode1,io_uring,data+wal,27950.424
large_1w_1024io_mode1,io_uring,data+wal,28325.783
large_1w_1024io_mode1,io_uring,data+wal,28928.064
large_1w_1024io_mode1,io_uring,data+wal,35722.798
large_1w_1024io_mode1,io_uring,data+wal,28832.151
large_1w_1024io_mode1,io_uring,data+wal,28821.248
large_1w_1024io_mode2,io_uring,data+wal,26750.508
large_1w_1024io_mode2,io_uring,data+wal,26811.773
large_1w_1024io_mode2,io_uring,data+wal,27102.425
large_1w_1024io_mode2,io_uring,data+wal,27026.011
large_1w_1024io_mode2,io_uring,data+wal,27738.123
large_1w_1024io_mode2,io_uring,data+wal,27042.422
large_1w_1024io_mode2,io_uring,data+wal,26813.037
large_1w_1024io_mode2,io_uring,data+wal,26767.044
large_1w_1024io_mode2,io_uring,data+wal,28217.019
large_1w_1024io_mode2,io_uring,data+wal,27052.732
large_1w_1024io_mode3,io_uring,data+wal,26650.083
large_1w_1024io_mode3,io_uring,data+wal,26540.704
large_1w_1024io_mode3,io_uring,data+wal,26598.864
large_1w_1024io_mode3,io_uring,data+wal,26772.667
large_1w_1024io_mode3,io_uring,data+wal,27664.504
large_1w_1024io_mode3,io_uring,data+wal,27600.712
large_1w_1024io_mode3,io_uring,data+wal,26583.727
large_1w_1024io_mode3,io_uring,data+wal,27023.269
large_1w_1024io_mode3,io_uring,data+wal,26609.207
large_1w_1024io_mode3,io_uring,data+wal,27053.114
large_1w_1024io_mode4,io_uring,data+wal,26292.359
large_1w_1024io_mode4,io_uring,data+wal,26196.447
large_1w_1024io_mode4,io_uring,data+wal,25022.139
large_1w_1024io_mode4,io_uring,data+wal,25053.573
large_1w_1024io_mode4,io_uring,data+wal,25091.429
large_1w_1024io_mode4,io_uring,data+wal,27944.773
large_1w_1024io_mode4,io_uring,data+wal,25015.903
large_1w_1024io_mode4,io_uring,data+wal,24974.846
large_1w_1024io_mode4,io_uring,data+wal,25088.039
large_1w_1024io_mode4,io_uring,data+wal,25918.625
large_1w_1024io_mode5,io_uring,data+wal,25028.083
large_1w_1024io_mode5,io_uring,data+wal,25930.655
large_1w_1024io_mode5,io_uring,data+wal,25231.970
large_1w_1024io_mode5,io_uring,data+wal,24997.178
large_1w_1024io_mode5,io_uring,data+wal,25373.587
large_1w_1024io_mode5,io_uring,data+wal,25027.738
large_1w_1024io_mode5,io_uring,data+wal,25025.845
large_1w_1024io_mode5,io_uring,data+wal,25042.359
large_1w_1024io_mode5,io_uring,data+wal,25035.108
large_1w_1024io_mode5,io_uring,data+wal,37578.060
large_1w_1024io_mode6,io_uring,data+wal,24984.655
large_1w_1024io_mode6,io_uring,data+wal,25293.664
large_1w_1024io_mode6,io_uring,data+wal,25026.330
large_1w_1024io_mode6,io_uring,data+wal,25996.614
large_1w_1024io_mode6,io_uring,data+wal,25173.492
large_1w_1024io_mode6,io_uring,data+wal,25305.791
large_1w_1024io_mode6,io_uring,data+wal,24994.976
large_1w_1024io_mode6,io_uring,data+wal,25432.743
large_1w_1024io_mode6,io_uring,data+wal,25089.329
large_1w_1024io_mode6,io_uring,data+wal,25546.302
large_1w_1024io_mode7,io_uring,data+wal,27076.548
large_1w_1024io_mode7,io_uring,data+wal,27215.283
large_1w_1024io_mode7,io_uring,data+wal,28630.168
large_1w_1024io_mode7,io_uring,data+wal,27106.781
large_1w_1024io_mode7,io_uring,data+wal,26722.454
large_1w_1024io_mode7,io_uring,data+wal,26728.545
large_1w_1024io_mode7,io_uring,data+wal,27096.616
large_1w_1024io_mode7,io_uring,data+wal,27048.155
large_1w_1024io_mode7,io_uring,data+wal,26986.698
large_1w_1024io_mode7,io_uring,data+wal,27989.747
large_2w_1024io_mode0,io_uring,data+wal,14712.590
large_2w_1024io_mode0,io_uring,data+wal,14572.714
large_2w_1024io_mode0,io_uring,data+wal,14407.131
large_2w_1024io_mode0,io_uring,data+wal,14752.391
large_2w_1024io_mode0,io_uring,data+wal,14721.730
large_2w_1024io_mode0,io_uring,data+wal,14557.864
large_2w_1024io_mode0,io_uring,data+wal,14573.464
large_2w_1024io_mode0,io_uring,data+wal,14599.871
large_2w_1024io_mode0,io_uring,data+wal,14678.865
large_2w_1024io_mode0,io_uring,data+wal,14688.685
large_2w_1024io_mode1,io_uring,data+wal,14907.822
large_2w_1024io_mode1,io_uring,data+wal,14656.366
large_2w_1024io_mode1,io_uring,data+wal,14738.135
large_2w_1024io_mode1,io_uring,data+wal,14721.786
large_2w_1024io_mode1,io_uring,data+wal,15138.219
large_2w_1024io_mode1,io_uring,data+wal,14556.002
large_2w_1024io_mode1,io_uring,data+wal,15166.745
large_2w_1024io_mode1,io_uring,data+wal,14840.746
large_2w_1024io_mode1,io_uring,data+wal,14284.676
large_2w_1024io_mode1,io_uring,data+wal,14909.501
large_2w_1024io_mode2,io_uring,data+wal,13667.096
large_2w_1024io_mode2,io_uring,data+wal,14061.667
large_2w_1024io_mode2,io_uring,data+wal,13853.656
large_2w_1024io_mode2,io_uring,data+wal,14015.210
large_2w_1024io_mode2,io_uring,data+wal,13951.066
large_2w_1024io_mode2,io_uring,data+wal,13871.182
large_2w_1024io_mode2,io_uring,data+wal,14049.048
large_2w_1024io_mode2,io_uring,data+wal,13952.774
large_2w_1024io_mode2,io_uring,data+wal,14157.409
large_2w_1024io_mode2,io_uring,data+wal,13887.942
large_2w_1024io_mode3,io_uring,data+wal,13769.980
large_2w_1024io_mode3,io_uring,data+wal,13891.341
large_2w_1024io_mode3,io_uring,data+wal,13958.357
large_2w_1024io_mode3,io_uring,data+wal,14059.988
large_2w_1024io_mode3,io_uring,data+wal,13842.342
large_2w_1024io_mode3,io_uring,data+wal,13835.957
large_2w_1024io_mode3,io_uring,data+wal,14099.873
large_2w_1024io_mode3,io_uring,data+wal,13756.527
large_2w_1024io_mode3,io_uring,data+wal,13763.632
large_2w_1024io_mode3,io_uring,data+wal,13913.510
large_2w_1024io_mode4,io_uring,data+wal,13081.031
large_2w_1024io_mode4,io_uring,data+wal,12967.378
large_2w_1024io_mode4,io_uring,data+wal,13414.359
large_2w_1024io_mode4,io_uring,data+wal,13205.223
large_2w_1024io_mode4,io_uring,data+wal,12935.952
large_2w_1024io_mode4,io_uring,data+wal,13090.769
large_2w_1024io_mode4,io_uring,data+wal,13041.722
large_2w_1024io_mode4,io_uring,data+wal,12987.468
large_2w_1024io_mode4,io_uring,data+wal,12971.982
large_2w_1024io_mode4,io_uring,data+wal,12999.268
large_2w_1024io_mode5,io_uring,data+wal,12962.715
large_2w_1024io_mode5,io_uring,data+wal,13022.756
large_2w_1024io_mode5,io_uring,data+wal,12991.385
large_2w_1024io_mode5,io_uring,data+wal,12961.178
large_2w_1024io_mode5,io_uring,data+wal,12960.011
large_2w_1024io_mode5,io_uring,data+wal,12978.727
large_2w_1024io_mode5,io_uring,data+wal,13014.594
large_2w_1024io_mode5,io_uring,data+wal,12926.221
large_2w_1024io_mode5,io_uring,data+wal,13010.233
large_2w_1024io_mode5,io_uring,data+wal,13069.495
large_2w_1024io_mode6,io_uring,data+wal,13031.282
large_2w_1024io_mode6,io_uring,data+wal,12962.633
large_2w_1024io_mode6,io_uring,data+wal,12956.961
large_2w_1024io_mode6,io_uring,data+wal,12976.806
large_2w_1024io_mode6,io_uring,data+wal,12962.661
large_2w_1024io_mode6,io_uring,data+wal,13444.817
large_2w_1024io_mode6,io_uring,data+wal,14096.183
large_2w_1024io_mode6,io_uring,data+wal,13060.532
large_2w_1024io_mode6,io_uring,data+wal,12958.093
large_2w_1024io_mode6,io_uring,data+wal,13062.345
large_2w_1024io_mode7,io_uring,data+wal,14088.806
large_2w_1024io_mode7,io_uring,data+wal,14016.613
large_2w_1024io_mode7,io_uring,data+wal,13966.508
large_2w_1024io_mode7,io_uring,data+wal,13990.305
large_2w_1024io_mode7,io_uring,data+wal,14060.441
large_2w_1024io_mode7,io_uring,data+wal,14065.341
large_2w_1024io_mode7,io_uring,data+wal,13830.780
large_2w_1024io_mode7,io_uring,data+wal,13911.159
large_2w_1024io_mode7,io_uring,data+wal,13972.373
large_2w_1024io_mode7,io_uring,data+wal,14030.550
large_4w_1024io_mode0,io_uring,data+wal,7820.792
large_4w_1024io_mode0,io_uring,data+wal,7779.724
large_4w_1024io_mode0,io_uring,data+wal,7767.158
large_4w_1024io_mode0,io_uring,data+wal,7812.920
large_4w_1024io_mode0,io_uring,data+wal,7728.746
large_4w_1024io_mode0,io_uring,data+wal,7796.098
large_4w_1024io_mode0,io_uring,data+wal,7817.747
large_4w_1024io_mode0,io_uring,data+wal,7795.108
large_4w_1024io_mode0,io_uring,data+wal,7680.093
large_4w_1024io_mode0,io_uring,data+wal,7718.616
large_4w_1024io_mode1,io_uring,data+wal,7776.198
large_4w_1024io_mode1,io_uring,data+wal,7758.814
large_4w_1024io_mode1,io_uring,data+wal,7773.812
large_4w_1024io_mode1,io_uring,data+wal,7752.879
large_4w_1024io_mode1,io_uring,data+wal,7655.158
large_4w_1024io_mode1,io_uring,data+wal,7704.315
large_4w_1024io_mode1,io_uring,data+wal,7660.248
large_4w_1024io_mode1,io_uring,data+wal,7642.219
large_4w_1024io_mode1,io_uring,data+wal,7725.363
large_4w_1024io_mode1,io_uring,data+wal,7694.708
large_4w_1024io_mode2,io_uring,data+wal,7342.763
large_4w_1024io_mode2,io_uring,data+wal,7444.975
large_4w_1024io_mode2,io_uring,data+wal,7440.906
large_4w_1024io_mode2,io_uring,data+wal,7468.291
large_4w_1024io_mode2,io_uring,data+wal,7492.737
large_4w_1024io_mode2,io_uring,data+wal,7423.576
large_4w_1024io_mode2,io_uring,data+wal,7358.726
large_4w_1024io_mode2,io_uring,data+wal,7386.385
large_4w_1024io_mode2,io_uring,data+wal,7371.171
large_4w_1024io_mode2,io_uring,data+wal,7437.095
large_4w_1024io_mode3,io_uring,data+wal,7307.579
large_4w_1024io_mode3,io_uring,data+wal,7346.004
large_4w_1024io_mode3,io_uring,data+wal,7308.510
large_4w_1024io_mode3,io_uring,data+wal,7363.458
large_4w_1024io_mode3,io_uring,data+wal,7729.611
large_4w_1024io_mode3,io_uring,data+wal,7338.151
large_4w_1024io_mode3,io_uring,data+wal,7433.217
large_4w_1024io_mode3,io_uring,data+wal,7372.603
large_4w_1024io_mode3,io_uring,data+wal,7325.604
large_4w_1024io_mode3,io_uring,data+wal,7424.087
large_4w_1024io_mode4,io_uring,data+wal,6953.282
large_4w_1024io_mode4,io_uring,data+wal,6903.874
large_4w_1024io_mode4,io_uring,data+wal,6903.633
large_4w_1024io_mode4,io_uring,data+wal,7024.401
large_4w_1024io_mode4,io_uring,data+wal,7040.874
large_4w_1024io_mode4,io_uring,data+wal,6938.689
large_4w_1024io_mode4,io_uring,data+wal,6896.443
large_4w_1024io_mode4,io_uring,data+wal,6941.780
large_4w_1024io_mode4,io_uring,data+wal,6952.414
large_4w_1024io_mode4,io_uring,data+wal,7027.488
large_4w_1024io_mode5,io_uring,data+wal,6984.990
large_4w_1024io_mode5,io_uring,data+wal,6946.764
large_4w_1024io_mode5,io_uring,data+wal,6957.676
large_4w_1024io_mode5,io_uring,data+wal,7108.755
large_4w_1024io_mode5,io_uring,data+wal,6887.850
large_4w_1024io_mode5,io_uring,data+wal,6952.760
large_4w_1024io_mode5,io_uring,data+wal,6971.529
large_4w_1024io_mode5,io_uring,data+wal,7095.962
large_4w_1024io_mode5,io_uring,data+wal,6976.703
large_4w_1024io_mode5,io_uring,data+wal,6984.327
large_4w_1024io_mode6,io_uring,data+wal,6979.870
large_4w_1024io_mode6,io_uring,data+wal,6945.666
large_4w_1024io_mode6,io_uring,data+wal,7096.904
large_4w_1024io_mode6,io_uring,data+wal,6978.333
large_4w_1024io_mode6,io_uring,data+wal,6963.956
large_4w_1024io_mode6,io_uring,data+wal,7009.238
large_4w_1024io_mode6,io_uring,data+wal,6903.406
large_4w_1024io_mode6,io_uring,data+wal,6881.934
large_4w_1024io_mode6,io_uring,data+wal,7017.565
large_4w_1024io_mode6,io_uring,data+wal,6980.497
large_4w_1024io_mode7,io_uring,data+wal,7341.257
large_4w_1024io_mode7,io_uring,data+wal,7497.359
large_4w_1024io_mode7,io_uring,data+wal,7437.314
large_4w_1024io_mode7,io_uring,data+wal,7792.052
large_4w_1024io_mode7,io_uring,data+wal,7435.210
large_4w_1024io_mode7,io_uring,data+wal,7499.154
large_4w_1024io_mode7,io_uring,data+wal,7543.520
large_4w_1024io_mode7,io_uring,data+wal,7451.061
large_4w_1024io_mode7,io_uring,data+wal,7801.200
large_4w_1024io_mode7,io_uring,data+wal,7550.123
large_8w_1024io_mode0,io_uring,data+wal,3987.545
large_8w_1024io_mode0,io_uring,data+wal,4008.231
large_8w_1024io_mode0,io_uring,data+wal,3979.523
large_8w_1024io_mode0,io_uring,data+wal,3968.078
large_8w_1024io_mode0,io_uring,data+wal,3969.568
large_8w_1024io_mode0,io_uring,data+wal,4037.461
large_8w_1024io_mode0,io_uring,data+wal,3990.380
large_8w_1024io_mode0,io_uring,data+wal,3930.295
large_8w_1024io_mode0,io_uring,data+wal,3991.004
large_8w_1024io_mode0,io_uring,data+wal,3952.368
large_8w_1024io_mode1,io_uring,data+wal,3973.327
large_8w_1024io_mode1,io_uring,data+wal,3969.000
large_8w_1024io_mode1,io_uring,data+wal,3980.791
large_8w_1024io_mode1,io_uring,data+wal,3927.438
large_8w_1024io_mode1,io_uring,data+wal,3957.904
large_8w_1024io_mode1,io_uring,data+wal,3929.441
large_8w_1024io_mode1,io_uring,data+wal,3989.779
large_8w_1024io_mode1,io_uring,data+wal,3953.349
large_8w_1024io_mode1,io_uring,data+wal,4014.398
large_8w_1024io_mode1,io_uring,data+wal,3972.709
large_8w_1024io_mode2,io_uring,data+wal,3795.704
large_8w_1024io_mode2,io_uring,data+wal,3806.818
large_8w_1024io_mode2,io_uring,data+wal,3770.388
large_8w_1024io_mode2,io_uring,data+wal,3803.310
large_8w_1024io_mode2,io_uring,data+wal,3815.018
large_8w_1024io_mode2,io_uring,data+wal,3812.728
large_8w_1024io_mode2,io_uring,data+wal,3871.673
large_8w_1024io_mode2,io_uring,data+wal,3777.527
large_8w_1024io_mode2,io_uring,data+wal,3872.441
large_8w_1024io_mode2,io_uring,data+wal,3764.357
large_8w_1024io_mode3,io_uring,data+wal,3779.992
large_8w_1024io_mode3,io_uring,data+wal,3780.669
large_8w_1024io_mode3,io_uring,data+wal,3770.337
large_8w_1024io_mode3,io_uring,data+wal,3775.739
large_8w_1024io_mode3,io_uring,data+wal,3750.779
large_8w_1024io_mode3,io_uring,data+wal,3771.855
large_8w_1024io_mode3,io_uring,data+wal,3776.034
large_8w_1024io_mode3,io_uring,data+wal,3734.072
large_8w_1024io_mode3,io_uring,data+wal,3739.713
large_8w_1024io_mode3,io_uring,data+wal,3753.275
large_8w_1024io_mode4,io_uring,data+wal,3650.796
large_8w_1024io_mode4,io_uring,data+wal,3587.552
large_8w_1024io_mode4,io_uring,data+wal,3818.776
large_8w_1024io_mode4,io_uring,data+wal,3583.404
large_8w_1024io_mode4,io_uring,data+wal,3595.968
large_8w_1024io_mode4,io_uring,data+wal,3597.608
large_8w_1024io_mode4,io_uring,data+wal,3606.785
large_8w_1024io_mode4,io_uring,data+wal,3632.604
large_8w_1024io_mode4,io_uring,data+wal,3534.257
large_8w_1024io_mode4,io_uring,data+wal,3588.560
large_8w_1024io_mode5,io_uring,data+wal,3567.494
large_8w_1024io_mode5,io_uring,data+wal,3595.032
large_8w_1024io_mode5,io_uring,data+wal,3572.000
large_8w_1024io_mode5,io_uring,data+wal,3587.772
large_8w_1024io_mode5,io_uring,data+wal,3551.956
large_8w_1024io_mode5,io_uring,data+wal,3613.334
large_8w_1024io_mode5,io_uring,data+wal,3784.163
large_8w_1024io_mode5,io_uring,data+wal,3585.526
large_8w_1024io_mode5,io_uring,data+wal,3559.403
large_8w_1024io_mode5,io_uring,data+wal,3572.931
large_8w_1024io_mode6,io_uring,data+wal,3599.161
large_8w_1024io_mode6,io_uring,data+wal,3597.390
large_8w_1024io_mode6,io_uring,data+wal,3625.463
large_8w_1024io_mode6,io_uring,data+wal,3583.509
large_8w_1024io_mode6,io_uring,data+wal,3605.746
large_8w_1024io_mode6,io_uring,data+wal,3572.923
large_8w_1024io_mode6,io_uring,data+wal,3608.988
large_8w_1024io_mode6,io_uring,data+wal,3565.255
large_8w_1024io_mode6,io_uring,data+wal,3556.277
large_8w_1024io_mode6,io_uring,data+wal,3609.832
large_8w_1024io_mode7,io_uring,data+wal,3848.232
large_8w_1024io_mode7,io_uring,data+wal,3899.213
large_8w_1024io_mode7,io_uring,data+wal,3807.282
large_8w_1024io_mode7,io_uring,data+wal,3782.475
large_8w_1024io_mode7,io_uring,data+wal,3807.180
large_8w_1024io_mode7,io_uring,data+wal,3855.010
large_8w_1024io_mode7,io_uring,data+wal,3850.821
large_8w_1024io_mode7,io_uring,data+wal,3818.925
large_8w_1024io_mode7,io_uring,data+wal,3802.079
large_8w_1024io_mode7,io_uring,data+wal,3839.614
