run,datasize,batch,threads,physgb,virtgb,runfor,exmap,kernel,mitigations,node,ssd,ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,0,107683,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,1,110634,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,2,109724,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,3,109941,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,4,110194,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,5,109780,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,6,109750,0,0,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,7,90569,4.47656,74.4844,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,8,85994,5.74219,89.4297,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,9,92980,1.63281,92.2734,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,10,92520,1.38281,90.6016,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,11,93022,1.28125,92.3281,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,12,93384,1.14844,91.6992,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,13,93005,1.04297,92.4414,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,14,93895,0.820312,91.9297,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,15,93333,0.734375,92.1602,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,16,92726,1.08594,92.0117,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,17,93111,1.05469,91.1445,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,18,92576,1.04688,90.6445,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,19,91874,1.23828,89.0156,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,20,91801,0.984375,90.3086,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,21,87719,1.03516,89.5781,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,22,91266,1.14453,89.5078,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,23,91610,1.01562,89.1367,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,24,91027,1.07031,89.6836,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,25,91365,1.28516,89.8828,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,26,90796,1.27344,89.4727,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,27,91011,1.19141,89.1836,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,28,91233,1.21484,88.8398,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,29,89603,1.29688,88.5742,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,30,89772,1.21875,88.6562,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,31,89145,1.98828,88.5508,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,32,87013,3.17969,87.2695,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,33,85183,3.35938,85.7773,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,34,83045,4.16797,84.4805,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,35,78910,6.28125,83.1133,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,36,74589,9.12891,81.6797,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,37,69921,11.3828,78.832,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,38,66616,12.9336,77.3828,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,39,61865,14.3906,77.1289,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,40,63030,15.3555,76.6641,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,41,61396,16.1172,75.8359,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,42,60251,16.8789,75.2969,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,43,59111,17.7773,74.9883,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,44,56581,18.8945,74.0742,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,45,55918,19.3242,73.3242,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,46,54443,19.8477,73.1406,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,47,53004,20.7852,71.5898,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,48,52842,21.0117,71.9883,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,49,51575,21.8281,72.207,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,50,50201,22.4336,70.4141,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,51,48973,23.0586,70.375,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,52,48925,23.0664,70.9414,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,53,46049,23.168,70.5312,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,54,46620,24.4023,69.0664,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,55,45993,24.8047,68.832,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,56,45865,24.9336,68.5586,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,57,44910,25.0469,68.8828,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,58,45505,24.9805,69.3789,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,59,43661,25.9375,68.0859,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,60,42359,26.5977,67.3789,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,61,42565,26.4883,67.4492,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,62,39515,27.2695,66.9844,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,63,40914,27.3398,66.7305,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,64,41069,27.2031,67.1211,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,65,39460,28.293,65.8672,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,66,40851,27.4492,67.0586,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,67,40638,27.7344,67,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,68,40265,28.1016,66.3672,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,69,38795,28.4844,65.8672,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,70,38012,29.0625,65.6914,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,71,36854,28.8594,66.0391,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,72,37909,29.0547,65.6836,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,73,37892,28.9766,65.4336,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,74,38090,29.1523,65.8984,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,75,37391,29.0195,64.7266,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,76,37597,28.9258,65.2305,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,77,38657,28.3555,65.7891,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,78,36964,29.2188,64.9336,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,79,35562,28.9727,64.8203,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,80,36817,29.4297,64.2383,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,81,37401,28.8867,65.3398,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,82,38077,28.8789,65.3164,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,83,36789,29.1719,64.5859,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,84,37126,29.3125,64.7812,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,85,37012,29.2695,65.1289,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,86,36465,29.2266,64.168,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,87,35179,29.1719,63.8984,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,88,37756,28.8359,65.3789,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,89,37627,29.168,65.0859,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,90,36842,29.2148,64.4961,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,91,36443,28.9844,63.9297,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,92,37019,28.4844,64.6289,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,93,35063,29.3672,64.5312,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,94,36827,29.4414,64.625,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,95,36934,29.1445,65.3203,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,96,37504,29.0195,64.9883,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,97,36230,29.3477,64.375,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,98,37270,28.9258,65.0898,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,99,37647,28.7461,64.9609,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,100,36324,29.5625,64.2461,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,101,37514,28.7148,64.8594,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,102,35705,28.793,64.4961,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,103,35953,29.332,63.418,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,104,36209,29.5117,64.8867,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,105,37800,28.8555,64.7031,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,106,37556,29.0781,65.4961,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,107,37384,29.2695,65.0625,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,108,37291,29.1133,65.543,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,109,35096,29.3008,64.3477,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,110,36839,29.1602,64.0352,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,111,36074,29.4922,64.0273,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,112,36701,29.1211,64.3086,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,113,37731,29,65.1992,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,114,37100,29.3164,65.0977,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,115,35995,29.6133,64.0664,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,116,35375,29.3281,63.3281,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,117,34957,28.625,63.5195,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,118,36116,29.3945,64.0078,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,119,36006,29.1445,63.75,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,120,35288,29.4453,63.5703,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,121,36582,28.7617,64.0391,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,122,36020,29.0977,63.4297,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,123,35891,29.0703,63.5547,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,124,36967,28.6484,63.4141,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,125,34090,29.1055,63.3672,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,126,36927,28.4961,64.0039,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,127,35817,29.2734,63.8047,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,128,36108,28.8594,64.0547,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,129,36702,28.9766,64.1055,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,130,36117,29.207,63.8594,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,131,37889,28.3711,64.9844,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,132,34572,29.168,63.5156,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,133,36073,29.2461,63.9453,vmcache,1,1,tpcc,128
0,1,128,1,1,32,200,0,6.17.0+,True,fn01,/dev/nvme8n1,134,36834,28.957,64.5273,vmcache,1,1,tpcc,128
